country,year_month,monthly_vaccinations,monthly_vaccinations_per_million,people_vaccinated,people_vaccinated_per_hundred
Oman,"(2021, 1)",34749.0,6653.0,24773.0,0.47
Oman,"(2021, 2)",34721.0,6653.0,48641.0,0.93
Oman,"(2021, 3)",67777.0,12972.0,132493.0,2.54
Oman,"(2021, 4)",117510.0,22494.0,198563.0,3.8
Oman,"(2021, 5)",165931.0,31761.0,216549.0,4.15
Oman,"(2021, 6)",659843.0,126327.0,666000.0,12.75
Oman,"(2021, 7)",958671.0,183533.0,1550910.0,29.69
Oman,"(2021, 8)",1603860.0,307055.0,2504214.0,47.94
Oman,"(2021, 9)",1256547.0,240564.0,2896271.0,55.45
Oman,"(2021, 10)",820268.0,157040.0,3065137.0,58.68
Oman,"(2021, 11)",212636.0,40715.0,3089635.0,59.15
Oman,"(2021, 12)",207059.0,39639.0,3121894.0,59.77
Oman,"(2022, 1)",410700.0,78619.0,3181438.0,60.91
Oman,"(2022, 2)",302268.0,57870.0,3220696.0,61.66
Oman,"(2022, 3)",118980.0,22779.0,3242461.0,62.08
Pakistan,"(2021, 2)",135884.0,603.0,72882.0,0.03
Pakistan,"(2021, 3)",594925.0,2652.0,800000.0,0.36
Pakistan,"(2021, 4)",1365208.0,6064.0,2100000.0,0.93
Pakistan,"(2021, 5)",4279229.0,19004.0,4693390.0,2.08
Pakistan,"(2021, 6)",8555401.0,37992.0,9308890.0,4.13
Pakistan,"(2021, 7)",12012616.0,53343.0,23335634.0,10.36
Pakistan,"(2021, 8)",25895985.0,114992.0,43791885.0,19.45
Pakistan,"(2021, 9)",27038270.0,120064.0,59565195.0,26.45
Pakistan,"(2021, 10)",23574591.0,104684.0,70139040.0,31.15
Pakistan,"(2021, 11)",19089939.0,84769.0,80284860.0,35.65
Pakistan,"(2021, 12)",30975325.0,137547.0,96980678.0,43.06
Pakistan,"(2022, 1)",21370476.0,94896.0,104228089.0,46.28
Pakistan,"(2022, 2)",37545248.0,166721.0,126722806.0,56.27
Pakistan,"(2022, 3)",5311935.0,23588.0,128074138.0,56.87
Palestine,"(2021, 3)",5124.0,981.0,78379.0,1.5
Palestine,"(2021, 4)",207017.0,39639.0,169960.0,3.25
Palestine,"(2021, 5)",234578.0,44914.0,318134.0,6.09
Palestine,"(2021, 6)",319869.0,61243.0,504027.0,9.65
Palestine,"(2021, 7)",160930.0,30813.0,591569.0,11.33
Palestine,"(2021, 8)",286853.0,54926.0,935756.0,17.92
Palestine,"(2021, 9)",799899.0,153158.0,1402892.0,26.86
Palestine,"(2021, 10)",714498.0,136810.0,1499846.0,28.72
Palestine,"(2021, 11)",297214.0,56908.0,1910794.0,36.59
Palestine,"(2021, 12)",290584.0,55636.0,,
Palestine,"(2022, 1)",87199.0,16695.0,,
Palestine,"(2022, 2)",105476.0,20188.0,,
Palestine,"(2022, 3)",111528.0,21353.0,1995873.0,38.21
Panama,"(2021, 1)",13293.0,3034.0,8772.0,0.2
Panama,"(2021, 2)",82305.0,18783.0,113320.0,2.59
Panama,"(2021, 3)",253580.0,57872.0,243926.0,5.57
Panama,"(2021, 4)",267762.0,61108.0,367920.0,8.4
Panama,"(2021, 5)",325745.0,74344.0,611280.0,13.95
Panama,"(2021, 6)",502475.0,114679.0,924456.0,21.1
Panama,"(2021, 7)",683776.0,156058.0,1305681.0,29.8
Panama,"(2021, 8)",1933134.0,441196.0,2733279.0,62.38
Panama,"(2021, 9)",1330705.0,303704.0,2939999.0,67.1
Panama,"(2021, 10)",385520.0,87989.0,3037711.0,69.33
Panama,"(2021, 11)",207476.0,47352.0,3087258.0,70.46
Panama,"(2021, 12)",227895.0,52013.0,3120802.0,71.23
Panama,"(2022, 1)",779960.0,178009.0,3207514.0,73.2
Panama,"(2022, 2)",535377.0,122190.0,3331140.0,76.03
Panama,"(2022, 3)",326363.0,74487.0,3434847.0,78.39
Papua New Guinea,"(2021, 3)",14.0,2.0,0.0,0.0
Papua New Guinea,"(2021, 4)",1664.0,190.0,1508.0,0.02
Papua New Guinea,"(2021, 5)",20623.0,2259.0,16459.0,0.18
Papua New Guinea,"(2021, 6)",25852.0,2835.0,49333.0,0.54
Papua New Guinea,"(2021, 7)",38459.0,4221.0,74771.0,0.82
Papua New Guinea,"(2021, 8)",37892.0,4153.0,98373.0,1.08
Papua New Guinea,"(2021, 9)",41366.0,4532.0,119996.0,1.32
Papua New Guinea,"(2021, 10)",140263.0,15381.0,183856.0,2.02
Papua New Guinea,"(2021, 11)",149383.0,16385.0,269366.0,2.95
Papua New Guinea,"(2021, 12)",52214.0,5722.0,283915.0,3.11
Papua New Guinea,"(2022, 1)",14814.0,1622.0,292091.0,3.2
Papua New Guinea,"(2022, 2)",23203.0,2546.0,304082.0,3.33
Papua New Guinea,"(2022, 3)",26249.0,2880.0,317150.0,3.48
Paraguay,"(2021, 2)",1947.0,270.0,1522.0,0.02
Paraguay,"(2021, 3)",38638.0,5349.0,44527.0,0.62
Paraguay,"(2021, 4)",74133.0,10267.0,122149.0,1.69
Paraguay,"(2021, 5)",290497.0,40238.0,346729.0,4.8
Paraguay,"(2021, 6)",482737.0,66864.0,769709.0,10.66
Paraguay,"(2021, 7)",1639995.0,227160.0,2277822.0,31.55
Paraguay,"(2021, 8)",1474817.0,204280.0,2285695.0,31.66
Paraguay,"(2021, 9)",539202.0,74686.0,2621847.0,36.32
Paraguay,"(2021, 10)",724888.0,100405.0,2919121.0,40.43
Paraguay,"(2021, 11)",770042.0,106658.0,3344594.0,46.33
Paraguay,"(2021, 12)",763821.0,105796.0,3469821.0,48.06
Paraguay,"(2022, 1)",693713.0,96086.0,3540518.0,49.04
Paraguay,"(2022, 2)",575043.0,79649.0,3786974.0,52.45
Paraguay,"(2022, 3)",336909.0,46666.0,3868131.0,53.58
Peru,"(2021, 2)",329415.0,9874.0,322352.0,0.97
Peru,"(2021, 3)",701246.0,21020.0,664570.0,1.99
Peru,"(2021, 4)",666909.0,19994.0,1131991.0,3.39
Peru,"(2021, 5)",2370763.0,71069.0,2998681.0,8.99
Peru,"(2021, 6)",3426223.0,102703.0,4537211.0,13.6
Peru,"(2021, 7)",5644139.0,169191.0,8199112.0,24.58
Peru,"(2021, 8)",5532668.0,165850.0,10702721.0,32.08
Peru,"(2021, 9)",8404897.0,251950.0,16525125.0,49.54
Peru,"(2021, 10)",7866155.0,235800.0,19405801.0,58.17
Peru,"(2021, 11)",6751761.0,202393.0,22732873.0,68.15
Peru,"(2021, 12)",8022067.0,240474.0,24573907.0,73.66
Peru,"(2022, 1)",6376571.0,191147.0,25770043.0,77.25
Peru,"(2022, 2)",5390415.0,161585.0,27632752.0,82.83
Peru,"(2022, 3)",3820517.0,114522.0,28381144.0,85.08
Philippines,"(2021, 2)",0.0,0.0,0.0,0.0
Philippines,"(2021, 3)",684178.0,6162.0,737569.0,0.66
Philippines,"(2021, 4)",1141689.0,10281.0,1639806.0,1.48
Philippines,"(2021, 5)",3112436.0,28028.0,3974350.0,3.58
Philippines,"(2021, 6)",5002594.0,45048.0,7810469.0,7.03
Philippines,"(2021, 7)",8554512.0,77033.0,11524212.0,10.38
Philippines,"(2021, 8)",14144599.0,127376.0,18697647.0,16.84
Philippines,"(2021, 9)",11766689.0,105960.0,27836530.0,25.07
Philippines,"(2021, 10)",13539040.0,121922.0,32954936.0,29.68
Philippines,"(2021, 11)",23292378.0,209754.0,40517967.0,36.49
Philippines,"(2021, 12)",25775041.0,232109.0,56110301.0,50.53
Philippines,"(2022, 1)",18796990.0,169271.0,,
Philippines,"(2022, 2)",9131371.0,82232.0,68661595.0,61.83
Philippines,"(2022, 3)",9485408.0,85423.0,70173137.0,63.19
Pitcairn,"(2021, 6)",5.0,106385.0,47.0,100.0
Pitcairn,"(2021, 7)",31.0,659587.0,47.0,100.0
Pitcairn,"(2021, 8)",7.0,148939.0,47.0,100.0
Pitcairn,"(2021, 9)",0.0,0.0,47.0,100.0
Poland,"(2020, 12)",36650.0,970.0,47600.0,0.13
Poland,"(2021, 1)",1032456.0,27315.0,976367.0,2.58
Poland,"(2021, 2)",2057431.0,54436.0,2149607.0,5.69
Poland,"(2021, 3)",2813739.0,74445.0,4231313.0,11.19
Poland,"(2021, 4)",4956900.0,131146.0,8597875.0,22.75
Poland,"(2021, 5)",8516819.0,225333.0,13707350.0,36.27
Poland,"(2021, 6)",9066817.0,239884.0,16890799.0,44.69
Poland,"(2021, 7)",5642455.0,149285.0,18332060.0,48.5
Poland,"(2021, 8)",2058398.0,54462.0,19284686.0,51.02
Poland,"(2021, 9)",1031028.0,27278.0,19813605.0,52.42
Poland,"(2021, 10)",1739898.0,46036.0,20248449.0,53.57
Poland,"(2021, 11)",2533603.0,67029.0,20829997.0,55.11
Poland,"(2021, 12)",5105973.0,135090.0,21673668.0,57.34
Poland,"(2022, 1)",4792406.0,126795.0,22320403.0,59.05
Poland,"(2022, 2)",1908816.0,50501.0,22519535.0,59.58
Poland,"(2022, 3)",610678.0,16159.0,22585418.0,59.75
Portugal,"(2020, 12)",25966.0,2553.0,32749.0,0.32
Portugal,"(2021, 1)",296204.0,29130.0,280829.0,2.76
Portugal,"(2021, 2)",511567.0,50312.0,633888.0,6.23
Portugal,"(2021, 3)",858315.0,84409.0,1273051.0,12.52
Portugal,"(2021, 4)",1486719.0,146218.0,2455181.0,24.15
Portugal,"(2021, 5)",2411384.0,237160.0,3913254.0,38.49
Portugal,"(2021, 6)",2757240.0,271171.0,5455604.0,53.66
Portugal,"(2021, 7)",3622229.0,356243.0,7066297.0,69.5
Portugal,"(2021, 8)",2654234.0,261039.0,8673190.0,85.3
Portugal,"(2021, 9)",1364429.0,134190.0,8946296.0,87.99
Portugal,"(2021, 10)",261109.0,25678.0,9017464.0,88.69
Portugal,"(2021, 11)",1095851.0,107775.0,9151070.0,90.0
Portugal,"(2021, 12)",1792025.0,176244.0,9326831.0,91.73
Portugal,"(2022, 1)",2217652.0,218104.0,9597398.0,94.39
Portugal,"(2022, 2)",1422544.0,139903.0,9656492.0,94.97
Portugal,"(2022, 3)",143470.0,14110.0,9663542.0,95.04
Qatar,"(2020, 12)",12159.0,4149.0,,
Qatar,"(2021, 1)",44398.0,15149.0,,
Qatar,"(2021, 2)",164489.0,56138.0,100000.0,3.41
Qatar,"(2021, 3)",528007.0,180179.0,,
Qatar,"(2021, 4)",726809.0,248011.0,989627.0,33.77
Qatar,"(2021, 5)",990611.0,338033.0,1461871.0,49.88
Qatar,"(2021, 6)",584039.0,199295.0,1714847.0,58.52
Qatar,"(2021, 7)",681693.0,232618.0,2053529.0,70.07
Qatar,"(2021, 8)",655207.0,223582.0,2323543.0,79.29
Qatar,"(2021, 9)",316496.0,108001.0,2360308.0,80.54
Qatar,"(2021, 10)",125919.0,42967.0,,
Qatar,"(2021, 11)",135174.0,46128.0,,
Qatar,"(2021, 12)",216552.0,73895.0,,
Qatar,"(2022, 1)",570189.0,194569.0,,
Qatar,"(2022, 2)",540624.0,184481.0,,
Qatar,"(2022, 3)",305843.0,104366.0,2593517.0,88.5
Romania,"(2020, 12)",5905.0,309.0,10289.0,0.05
Romania,"(2021, 1)",597739.0,31249.0,584879.0,3.06
Romania,"(2021, 2)",871610.0,45570.0,907346.0,4.74
Romania,"(2021, 3)",1434060.0,74976.0,2006883.0,10.49
Romania,"(2021, 4)",2083075.0,108905.0,3294995.0,17.23
Romania,"(2021, 5)",2668268.0,139496.0,4311193.0,22.54
Romania,"(2021, 6)",1234308.0,64528.0,4718336.0,24.67
Romania,"(2021, 7)",479369.0,25061.0,5001452.0,26.15
Romania,"(2021, 8)",365982.0,19131.0,5242450.0,27.41
Romania,"(2021, 9)",362369.0,18942.0,5474507.0,28.62
Romania,"(2021, 10)",2270816.0,118718.0,,
Romania,"(2021, 11)",2382243.0,124544.0,,
Romania,"(2021, 12)",1019099.0,53279.0,,
Romania,"(2022, 1)",608952.0,31838.0,,
Romania,"(2022, 2)",283038.0,14799.0,,
Romania,"(2022, 3)",69862.0,3651.0,8162071.0,42.67
Russia,"(2020, 12)",441571.0,3026.0,52000.0,0.04
Russia,"(2021, 1)",1868071.0,12805.0,1000000.0,0.69
Russia,"(2021, 2)",2479064.0,16996.0,,
Russia,"(2021, 3)",5868032.0,40218.0,7004336.0,4.8
Russia,"(2021, 4)",8111630.0,55592.0,12299770.0,8.43
Russia,"(2021, 5)",9185739.0,62955.0,16576370.0,11.36
Russia,"(2021, 6)",10490530.0,71898.0,22691596.0,15.55
Russia,"(2021, 7)",20973980.0,143744.0,36621627.0,25.1
Russia,"(2021, 8)",19859200.0,136108.0,43771190.0,30.0
Russia,"(2021, 9)",10301046.0,70598.0,48079685.0,32.95
Russia,"(2021, 10)",13182991.0,90343.0,55463950.0,38.01
Russia,"(2021, 11)",21919036.0,150221.0,66738623.0,45.74
Russia,"(2021, 12)",20236821.0,138692.0,73824201.0,50.6
Russia,"(2022, 1)",8510102.0,58323.0,76585311.0,52.49
Russia,"(2022, 2)",7430153.0,50922.0,78284278.0,53.65
Russia,"(2022, 3)",2393554.0,16406.0,79954746.0,54.8
Rwanda,"(2021, 2)",54210.0,4082.0,0.0,0.0
Rwanda,"(2021, 3)",307300.0,23146.0,348926.0,2.63
Rwanda,"(2021, 4)",839.0,67.0,349871.0,2.64
Rwanda,"(2021, 5)",173342.0,13064.0,350400.0,2.64
Rwanda,"(2021, 6)",101166.0,7619.0,350400.0,2.64
Rwanda,"(2021, 7)",255143.0,19215.0,423182.0,3.19
Rwanda,"(2021, 8)",1155019.0,86992.0,1513881.0,11.4
Rwanda,"(2021, 9)",1684502.0,126879.0,2116184.0,15.94
Rwanda,"(2021, 10)",1986230.0,149605.0,3712692.0,27.96
Rwanda,"(2021, 11)",3182007.0,239669.0,4774596.0,35.96
Rwanda,"(2021, 12)",3708988.0,279362.0,7629877.0,57.47
Rwanda,"(2022, 1)",3883339.0,292504.0,8560560.0,64.48
Rwanda,"(2022, 2)",1986391.0,149617.0,8895871.0,67.0
Rwanda,"(2022, 3)",0.0,0.0,,
Saint Helena,"(2021, 2)",1875.0,307625.0,107.0,1.76
Saint Helena,"(2021, 3)",2879.0,472350.0,4344.0,71.27
Saint Helena,"(2021, 4)",2479.0,406730.0,4361.0,71.55
Saint Helena,"(2021, 5)",485.0,79575.0,4361.0,71.55
Saint Kitts and Nevis,"(2021, 2)",1884.0,35184.0,0.0,0.0
Saint Kitts and Nevis,"(2021, 3)",7776.0,145218.0,8573.0,16.01
Saint Kitts and Nevis,"(2021, 4)",3696.0,69029.0,11848.0,22.13
Saint Kitts and Nevis,"(2021, 5)",13289.0,248176.0,18425.0,34.41
Saint Kitts and Nevis,"(2021, 6)",14292.0,266910.0,22937.0,42.84
Saint Kitts and Nevis,"(2021, 7)",3440.0,64245.0,23872.0,44.58
Saint Kitts and Nevis,"(2021, 8)",2152.0,40190.0,24266.0,45.32
Saint Kitts and Nevis,"(2021, 9)",1914.0,35742.0,25394.0,47.42
Saint Kitts and Nevis,"(2021, 10)",2659.0,49658.0,25921.0,48.41
Saint Kitts and Nevis,"(2021, 11)",2039.0,38082.0,26851.0,50.15
Saint Kitts and Nevis,"(2021, 12)",2568.0,47957.0,27615.0,51.57
Saint Kitts and Nevis,"(2022, 1)",1887.0,35241.0,27958.0,52.21
Saint Kitts and Nevis,"(2022, 2)",3756.0,70151.0,31162.0,58.2
Saint Lucia,"(2021, 2)",1572.0,8520.0,0.0,0.0
Saint Lucia,"(2021, 3)",20433.0,110806.0,20247.0,10.98
Saint Lucia,"(2021, 4)",2467.0,13377.0,,
Saint Lucia,"(2021, 5)",22178.0,120273.0,28118.0,15.25
Saint Lucia,"(2021, 6)",6061.0,32867.0,30815.0,16.71
Saint Lucia,"(2021, 7)",4068.0,22060.0,32291.0,17.51
Saint Lucia,"(2021, 8)",7635.0,41406.0,36750.0,19.93
Saint Lucia,"(2021, 9)",12373.0,67097.0,45972.0,24.93
Saint Lucia,"(2021, 10)",15101.0,81891.0,49423.0,26.8
Saint Lucia,"(2021, 11)",8808.0,47763.0,54362.0,29.48
Saint Lucia,"(2021, 12)",4429.0,24018.0,55681.0,30.2
Saint Lucia,"(2022, 1)",3143.0,17045.0,57018.0,30.92
Saint Lucia,"(2022, 2)",5953.0,32285.0,57622.0,31.25
Saint Lucia,"(2022, 3)",3753.0,20352.0,58119.0,31.52
Saint Vincent and the Grenadines,"(2021, 3)",2385.0,21434.0,10519.0,9.45
Saint Vincent and the Grenadines,"(2021, 4)",3353.0,30141.0,14511.0,13.04
Saint Vincent and the Grenadines,"(2021, 5)",6164.0,55394.0,14526.0,13.05
Saint Vincent and the Grenadines,"(2021, 6)",4400.0,39546.0,,
Saint Vincent and the Grenadines,"(2021, 7)",986.0,8863.0,15726.0,14.13
Saint Vincent and the Grenadines,"(2021, 8)",5328.0,47886.0,19064.0,17.13
Saint Vincent and the Grenadines,"(2021, 9)",2847.0,25586.0,20661.0,18.57
Saint Vincent and the Grenadines,"(2021, 10)",9689.0,87076.0,26208.0,23.55
Saint Vincent and the Grenadines,"(2021, 11)",10577.0,95055.0,31057.0,27.91
Saint Vincent and the Grenadines,"(2021, 12)",7142.0,64186.0,33494.0,30.1
Saint Vincent and the Grenadines,"(2022, 1)",2695.0,24222.0,34338.0,30.86
Saint Vincent and the Grenadines,"(2022, 2)",3475.0,31230.0,35226.0,31.66
Saint Vincent and the Grenadines,"(2022, 3)",2103.0,18900.0,36033.0,32.38
Samoa,"(2021, 5)",24766.0,123744.0,28443.0,14.21
Samoa,"(2021, 6)",22040.0,110121.0,49546.0,24.76
Samoa,"(2021, 7)",30894.0,154360.0,60044.0,30.0
Samoa,"(2021, 8)",47609.0,237874.0,92319.0,46.13
Samoa,"(2021, 9)",37221.0,185970.0,114698.0,57.31
Samoa,"(2021, 10)",30156.0,150670.0,115545.0,57.73
Samoa,"(2021, 11)",45525.0,227461.0,139865.0,69.88
Samoa,"(2021, 12)",19962.0,99740.0,141424.0,70.66
Samoa,"(2022, 1)",4979.0,24881.0,142433.0,71.17
Samoa,"(2022, 2)",11744.0,58684.0,145989.0,72.94
Samoa,"(2022, 3)",21462.0,107226.0,173862.0,86.87
San Marino,"(2021, 2)",120.0,3528.0,35.0,0.1
San Marino,"(2021, 3)",11406.0,335370.0,8818.0,25.93
San Marino,"(2021, 4)",16687.0,490652.0,20269.0,59.6
San Marino,"(2021, 5)",14812.0,435516.0,21580.0,63.45
San Marino,"(2021, 6)",1889.0,55541.0,21768.0,64.0
San Marino,"(2021, 7)",958.0,28170.0,,
San Marino,"(2021, 8)",1102.0,32402.0,,
San Marino,"(2021, 9)",532.0,15641.0,,
San Marino,"(2021, 10)",387.0,11378.0,,
San Marino,"(2021, 11)",466.0,13703.0,,
San Marino,"(2021, 12)",7895.0,232136.0,24306.0,71.47
San Marino,"(2022, 1)",7095.0,208611.0,24570.0,72.24
San Marino,"(2022, 2)",2841.0,83536.0,24583.0,72.28
San Marino,"(2022, 3)",2453.0,72124.0,26331.0,77.42
Sao Tome and Principe,"(2021, 3)",10268.0,45970.0,9724.0,4.35
Sao Tome and Principe,"(2021, 4)",2690.0,12036.0,,
Sao Tome and Principe,"(2021, 5)",5088.0,22772.0,12374.0,5.54
Sao Tome and Principe,"(2021, 6)",10908.0,48833.0,12374.0,5.54
Sao Tome and Principe,"(2021, 7)",16705.0,74784.0,32090.0,14.37
Sao Tome and Principe,"(2021, 8)",1802.0,8068.0,32114.0,14.38
Sao Tome and Principe,"(2021, 9)",41406.0,185376.0,60559.0,27.11
Sao Tome and Principe,"(2021, 10)",21184.0,94842.0,80345.0,35.97
Sao Tome and Principe,"(2021, 11)",13878.0,62134.0,83283.0,37.29
Sao Tome and Principe,"(2021, 12)",34518.0,154532.0,86396.0,38.68
Sao Tome and Principe,"(2022, 1)",28449.0,127365.0,88983.0,39.84
Sao Tome and Principe,"(2022, 2)",7504.0,33600.0,,
Sao Tome and Principe,"(2022, 3)",6727.0,30117.0,113027.0,50.6
Saudi Arabia,"(2021, 1)",329238.0,9318.0,,
Saudi Arabia,"(2021, 2)",273545.0,7740.0,,
Saudi Arabia,"(2021, 3)",3422474.0,96839.0,,
Saudi Arabia,"(2021, 4)",4558734.0,128995.0,,
Saudi Arabia,"(2021, 5)",5029785.0,142323.0,,
Saudi Arabia,"(2021, 6)",3681324.0,104165.0,16293289.0,46.1
Saudi Arabia,"(2021, 7)",8436958.0,238735.0,18786436.0,53.16
Saudi Arabia,"(2021, 8)",10307738.0,291668.0,22218040.0,62.87
Saudi Arabia,"(2021, 9)",5620005.0,159022.0,23387302.0,66.18
Saudi Arabia,"(2021, 10)",3787146.0,107162.0,24208729.0,68.5
Saudi Arabia,"(2021, 11)",1763678.0,49905.0,24619259.0,69.66
Saudi Arabia,"(2021, 12)",2895788.0,81940.0,25017090.0,70.79
Saudi Arabia,"(2022, 1)",6440476.0,182239.0,25561741.0,72.33
Saudi Arabia,"(2022, 2)",4045663.0,114473.0,25960748.0,73.46
Saudi Arabia,"(2022, 3)",1512710.0,42798.0,26167138.0,74.04
Scotland,"(2021, 1)",397545.0,72730.0,575897.0,10.54
Scotland,"(2021, 2)",1083953.0,198306.0,1611578.0,29.48
Scotland,"(2021, 3)",1141068.0,208753.0,2493327.0,45.62
Scotland,"(2021, 4)",1191350.0,217955.0,2811343.0,51.43
Scotland,"(2021, 5)",1272194.0,232746.0,3267290.0,59.77
Scotland,"(2021, 6)",1244155.0,227618.0,3816251.0,69.82
Scotland,"(2021, 7)",696628.0,127446.0,4011060.0,73.38
Scotland,"(2021, 8)",605843.0,110838.0,4108804.0,75.17
Scotland,"(2021, 9)",260506.0,47659.0,4194212.0,76.73
Scotland,"(2021, 10)",862591.0,157808.0,4318783.0,79.01
Scotland,"(2021, 11)",1042081.0,190647.0,4347880.0,79.54
Scotland,"(2021, 12)",1381655.0,252773.0,4383209.0,80.19
Scotland,"(2022, 1)",515721.0,94352.0,4416119.0,80.79
Scotland,"(2022, 2)",196134.0,35882.0,4436511.0,81.17
Scotland,"(2022, 3)",88118.0,16119.0,4458008.0,81.56
Senegal,"(2021, 2)",21086.0,1227.0,27018.0,0.16
Senegal,"(2021, 3)",221947.0,12906.0,260754.0,1.52
Senegal,"(2021, 4)",169469.0,9853.0,411343.0,2.39
Senegal,"(2021, 5)",112841.0,6561.0,452735.0,2.63
Senegal,"(2021, 6)",149426.0,8690.0,515344.0,3.0
Senegal,"(2021, 7)",318528.0,18526.0,640013.0,3.72
Senegal,"(2021, 8)",735941.0,42796.0,1147553.0,6.67
Senegal,"(2021, 9)",81316.0,4728.0,1247876.0,7.26
Senegal,"(2021, 10)",57742.0,3357.0,1271021.0,7.39
Senegal,"(2021, 11)",45298.0,2635.0,1316401.0,7.66
Senegal,"(2021, 12)",14229.0,837.0,,
Senegal,"(2022, 1)",102515.0,5962.0,1316775.0,7.66
Senegal,"(2022, 2)",454440.0,26429.0,1440720.0,8.38
Senegal,"(2022, 3)",15936.0,930.0,1457116.0,8.47
Serbia,"(2021, 1)",377796.0,54982.0,437380.0,6.37
Serbia,"(2021, 2)",983400.0,143111.0,924683.0,13.46
Serbia,"(2021, 3)",980214.0,142650.0,1428888.0,20.79
Serbia,"(2021, 4)",1016013.0,147860.0,2026571.0,29.49
Serbia,"(2021, 5)",1114546.0,162195.0,2516852.0,36.63
Serbia,"(2021, 6)",752035.0,109440.0,2693998.0,39.21
Serbia,"(2021, 7)",281100.0,40908.0,2835895.0,41.27
Serbia,"(2021, 8)",334747.0,48716.0,2923123.0,42.54
Serbia,"(2021, 9)",595579.0,86676.0,3040293.0,44.24
Serbia,"(2021, 10)",618325.0,89984.0,3153364.0,45.89
Serbia,"(2021, 11)",783014.0,113953.0,3263835.0,47.5
Serbia,"(2021, 12)",402089.0,58517.0,3309157.0,48.16
Serbia,"(2022, 1)",150434.0,21890.0,3334002.0,48.52
Serbia,"(2022, 2)",75645.0,11010.0,3343966.0,48.66
Serbia,"(2022, 3)",25198.0,3666.0,3347209.0,48.71
Seychelles,"(2021, 1)",29236.0,295582.0,30861.0,31.2
Seychelles,"(2021, 2)",47044.0,475627.0,55889.0,56.5
Seychelles,"(2021, 3)",24501.0,247710.0,63686.0,64.39
Seychelles,"(2021, 4)",25484.0,257649.0,67680.0,68.43
Seychelles,"(2021, 5)",10539.0,106551.0,70446.0,71.22
Seychelles,"(2021, 6)",3034.0,30674.0,70911.0,71.69
Seychelles,"(2021, 7)",3838.0,38808.0,72882.0,73.69
Seychelles,"(2021, 8)",3820.0,38622.0,73777.0,74.59
Seychelles,"(2021, 9)",6621.0,66938.0,77311.0,78.16
Seychelles,"(2021, 10)",14662.0,148240.0,81101.0,81.99
Seychelles,"(2021, 11)",11788.0,119179.0,81937.0,82.84
Seychelles,"(2021, 12)",4742.0,47941.0,82348.0,83.26
Seychelles,"(2022, 1)",8951.0,90490.0,83419.0,84.34
Seychelles,"(2022, 2)",4743.0,47944.0,84074.0,85.0
Seychelles,"(2022, 3)",1770.0,17898.0,84327.0,85.26
Sierra Leone,"(2021, 3)",23110.0,2837.0,31889.0,0.39
Sierra Leone,"(2021, 4)",38494.0,4728.0,54084.0,0.66
Sierra Leone,"(2021, 5)",19131.0,2350.0,68882.0,0.85
Sierra Leone,"(2021, 6)",29387.0,3609.0,82145.0,1.01
Sierra Leone,"(2021, 7)",43865.0,5394.0,,
Sierra Leone,"(2021, 8)",44160.0,5429.0,159793.0,1.96
Sierra Leone,"(2021, 9)",39233.0,4818.0,192558.0,2.37
Sierra Leone,"(2021, 10)",292092.0,35885.0,318380.0,3.91
Sierra Leone,"(2021, 11)",340546.0,41831.0,703231.0,8.64
Sierra Leone,"(2021, 12)",39974.0,4902.0,,
Sierra Leone,"(2022, 1)",510973.0,62760.0,1147770.0,14.1
Sierra Leone,"(2022, 2)",401011.0,49256.0,1480815.0,18.19
Sierra Leone,"(2022, 3)",240314.0,29517.0,1727305.0,21.22
Singapore,"(2020, 12)",6.0,1.0,130.0,0.0
Singapore,"(2021, 1)",122876.0,22531.0,152406.0,2.79
Singapore,"(2021, 2)",330634.0,60627.0,297621.0,5.46
Singapore,"(2021, 3)",811352.0,148772.0,975914.0,17.89
Singapore,"(2021, 4)",1316414.0,241387.0,1598933.0,29.32
Singapore,"(2021, 5)",1266648.0,232258.0,2240767.0,41.09
Singapore,"(2021, 6)",1447473.0,265416.0,3345262.0,61.34
Singapore,"(2021, 7)",2102067.0,385447.0,4315981.0,79.14
Singapore,"(2021, 8)",1297162.0,237852.0,4529903.0,83.06
Singapore,"(2021, 9)",464882.0,85243.0,4613850.0,84.6
Singapore,"(2021, 10)",760561.0,139459.0,4675928.0,85.74
Singapore,"(2021, 11)",711156.0,130401.0,4714357.0,86.44
Singapore,"(2021, 12)",816440.0,149707.0,4757927.0,87.24
Singapore,"(2022, 1)",1283721.0,235390.0,4931257.0,90.42
Singapore,"(2022, 2)",742600.0,136168.0,4987683.0,91.46
Singapore,"(2022, 3)",324980.0,59589.0,5005722.0,91.79
Sint Maarten (Dutch part),"(2021, 5)",5201.0,119777.0,17024.0,39.21
Sint Maarten (Dutch part),"(2021, 6)",9404.0,216574.0,21130.0,48.66
Sint Maarten (Dutch part),"(2021, 7)",6364.0,146567.0,24242.0,55.83
Sint Maarten (Dutch part),"(2021, 8)",3144.0,72407.0,25161.0,57.95
Sint Maarten (Dutch part),"(2021, 9)",1369.0,31529.0,25721.0,59.24
Sint Maarten (Dutch part),"(2021, 10)",1153.0,26558.0,26343.0,60.67
Sint Maarten (Dutch part),"(2021, 11)",1008.0,23214.0,26873.0,61.89
Sint Maarten (Dutch part),"(2021, 12)",732.0,16862.0,27141.0,62.51
Sint Maarten (Dutch part),"(2022, 1)",7708.0,177514.0,27592.0,63.55
