country,year_month,monthly_vaccinations,monthly_vaccinations_per_million,people_vaccinated,people_vaccinated_per_hundred
Sint Maarten (Dutch part),"(2022, 2)",1430.0,32937.0,27857.0,64.16
Sint Maarten (Dutch part),"(2022, 3)",437.0,10063.0,27974.0,64.43
Slovakia,"(2021, 1)",171883.0,31540.0,184592.0,3.39
Slovakia,"(2021, 2)",316485.0,58079.0,364323.0,6.69
Slovakia,"(2021, 3)",520706.0,95557.0,751768.0,13.8
Slovakia,"(2021, 4)",665090.0,122049.0,1115748.0,20.48
Slovakia,"(2021, 5)",1052512.0,193149.0,1810994.0,33.23
Slovakia,"(2021, 6)",1023809.0,187880.0,2062679.0,37.85
Slovakia,"(2021, 7)",558887.0,102562.0,2262174.0,41.51
Slovakia,"(2021, 8)",285526.0,52399.0,2396206.0,43.97
Slovakia,"(2021, 9)",150960.0,27702.0,2461657.0,45.17
Slovakia,"(2021, 10)",207353.0,38050.0,2525674.0,46.35
Slovakia,"(2021, 11)",627786.0,115203.0,2689056.0,49.35
Slovakia,"(2021, 12)",783540.0,143786.0,2752319.0,50.51
Slovakia,"(2022, 1)",565854.0,103838.0,2812392.0,51.61
Slovakia,"(2022, 2)",87074.0,15979.0,2818054.0,51.71
Slovakia,"(2022, 3)",18952.0,3479.0,2819708.0,51.74
Slovenia,"(2020, 12)",5660.0,2722.0,11491.0,0.55
Slovenia,"(2021, 1)",68124.0,32772.0,55484.0,2.67
Slovenia,"(2021, 2)",91067.0,43812.0,125185.0,6.02
Slovenia,"(2021, 3)",184321.0,88672.0,258287.0,12.43
Slovenia,"(2021, 4)",254710.0,122533.0,430771.0,20.72
Slovenia,"(2021, 5)",429312.0,206525.0,673526.0,32.4
Slovenia,"(2021, 6)",417235.0,200716.0,838684.0,40.35
Slovenia,"(2021, 7)",229330.0,110321.0,944354.0,45.43
Slovenia,"(2021, 8)",160603.0,77259.0,1023598.0,49.24
Slovenia,"(2021, 9)",220650.0,106147.0,1165778.0,56.08
Slovenia,"(2021, 10)",143148.0,68862.0,1188981.0,57.2
Slovenia,"(2021, 11)",307509.0,147934.0,1231960.0,59.27
Slovenia,"(2021, 12)",234989.0,113044.0,1250546.0,60.16
Slovenia,"(2022, 1)",160496.0,77206.0,1261121.0,60.67
Slovenia,"(2022, 2)",52571.0,25292.0,1263906.0,60.8
Slovenia,"(2022, 3)",14321.0,6892.0,1264649.0,60.84
Solomon Islands,"(2021, 3)",1000.0,1424.0,0.0,0.0
Solomon Islands,"(2021, 4)",4885.0,6946.0,3479.0,0.49
Solomon Islands,"(2021, 5)",8990.0,12772.0,,
Solomon Islands,"(2021, 6)",7200.0,10229.0,18050.0,2.56
Solomon Islands,"(2021, 7)",17199.0,24432.0,29429.0,4.18
Solomon Islands,"(2021, 8)",31039.0,44088.0,53974.0,7.67
Solomon Islands,"(2021, 9)",47895.0,68031.0,74573.0,10.59
Solomon Islands,"(2021, 10)",39007.0,55409.0,121778.0,17.3
Solomon Islands,"(2021, 11)",45873.0,65168.0,161521.0,22.94
Solomon Islands,"(2021, 12)",38648.0,54899.0,179973.0,25.56
Solomon Islands,"(2022, 1)",26708.0,37942.0,195262.0,27.74
Solomon Islands,"(2022, 2)",26275.0,37321.0,206118.0,29.28
Solomon Islands,"(2022, 3)",57160.0,81191.0,235668.0,33.48
Somalia,"(2021, 4)",5200.0,312.0,117567.0,0.72
Somalia,"(2021, 5)",8723.0,535.0,129419.0,0.79
Somalia,"(2021, 6)",71682.0,4382.0,138603.0,0.85
Somalia,"(2021, 7)",71048.0,4349.0,162655.0,0.99
Somalia,"(2021, 8)",16282.0,1003.0,194876.0,1.19
Somalia,"(2021, 9)",182705.0,11168.0,259041.0,1.58
Somalia,"(2021, 10)",188393.0,11517.0,363367.0,2.22
Somalia,"(2021, 11)",402664.0,24616.0,589128.0,3.6
Somalia,"(2021, 12)",450186.0,27519.0,1203131.0,7.35
Somalia,"(2022, 1)",116176.0,7093.0,1305856.0,7.98
Somalia,"(2022, 2)",162393.0,9920.0,1479158.0,9.04
Somalia,"(2022, 3)",565121.0,34546.0,1929472.0,11.79
South Africa,"(2021, 2)",55750.0,928.0,70527.0,0.12
South Africa,"(2021, 3)",188903.0,3148.0,263878.0,0.44
South Africa,"(2021, 4)",62674.0,1044.0,317656.0,0.53
South Africa,"(2021, 5)",617787.0,10289.0,1045104.0,1.74
South Africa,"(2021, 6)",1850391.0,30818.0,3026636.0,5.04
South Africa,"(2021, 7)",4240816.0,70634.0,5921627.0,9.86
South Africa,"(2021, 8)",4989040.0,83092.0,9418185.0,15.69
South Africa,"(2021, 9)",5060871.0,84290.0,12593276.0,20.97
South Africa,"(2021, 10)",4941337.0,82297.0,15329097.0,25.53
South Africa,"(2021, 11)",3293275.0,54849.0,17260202.0,28.75
South Africa,"(2021, 12)",2563402.0,42692.0,18905708.0,31.49
South Africa,"(2022, 1)",1876741.0,31259.0,19611652.0,32.66
South Africa,"(2022, 2)",1616477.0,26923.0,20336132.0,33.87
South Africa,"(2022, 3)",1973714.0,32873.0,20894155.0,34.8
South Korea,"(2021, 2)",3433.0,67.0,40584.0,0.08
South Korea,"(2021, 3)",852370.0,16615.0,914526.0,1.78
South Korea,"(2021, 4)",2064461.0,40241.0,3423119.0,6.67
South Korea,"(2021, 5)",4246129.0,82763.0,5903134.0,11.51
South Korea,"(2021, 6)",11938940.0,232703.0,15474405.0,30.16
South Korea,"(2021, 7)",5378431.0,104831.0,19627995.0,38.26
South Korea,"(2021, 8)",17612116.0,343282.0,29485197.0,57.47
South Korea,"(2021, 9)",19430091.0,378716.0,39519086.0,77.03
South Korea,"(2021, 10)",15986591.0,311598.0,41284562.0,80.47
South Korea,"(2021, 11)",7384016.0,143924.0,42675391.0,83.18
South Korea,"(2021, 12)",16841702.0,328263.0,44286656.0,86.32
South Korea,"(2022, 1)",12128980.0,236409.0,44695737.0,87.12
South Korea,"(2022, 2)",4974536.0,96959.0,44872304.0,87.46
South Korea,"(2022, 3)",1641660.0,31999.0,44948629.0,87.61
South Sudan,"(2021, 4)",3238.0,284.0,947.0,0.01
South Sudan,"(2021, 5)",6097.0,539.0,9744.0,0.09
South Sudan,"(2021, 6)",31816.0,2800.0,42166.0,0.37
South Sudan,"(2021, 7)",16161.0,1419.0,52226.0,0.46
South Sudan,"(2021, 8)",179.0,5.0,52387.0,0.46
South Sudan,"(2021, 9)",48979.0,4303.0,74198.0,0.65
South Sudan,"(2021, 10)",25707.0,2257.0,84839.0,0.75
South Sudan,"(2021, 11)",98512.0,8656.0,185148.0,1.63
South Sudan,"(2021, 12)",48779.0,4284.0,227262.0,2.0
South Sudan,"(2022, 1)",54125.0,4754.0,296056.0,2.6
South Sudan,"(2022, 2)",199178.0,17499.0,475558.0,4.18
South Sudan,"(2022, 3)",37674.0,3312.0,526243.0,4.62
Spain,"(2021, 1)",1521408.0,32547.0,1251369.0,2.68
Spain,"(2021, 2)",2078004.0,44454.0,2567617.0,5.49
Spain,"(2021, 3)",3876126.0,82919.0,5314076.0,11.37
Spain,"(2021, 4)",8078675.0,172825.0,11763360.0,25.16
Spain,"(2021, 5)",10804081.0,231128.0,18178604.0,38.89
Spain,"(2021, 6)",13892796.0,297203.0,25627278.0,54.82
Spain,"(2021, 7)",15375205.0,328915.0,31851618.0,68.14
Spain,"(2021, 8)",9790718.0,209447.0,36533328.0,78.15
Spain,"(2021, 9)",4598937.0,98385.0,37702384.0,80.66
Spain,"(2021, 10)",1847068.0,39513.0,38037531.0,81.37
Spain,"(2021, 11)",4348206.0,93020.0,38356928.0,82.06
Spain,"(2021, 12)",7454655.0,159475.0,39664717.0,84.85
Spain,"(2022, 1)",6219429.0,133047.0,40918884.0,87.54
Spain,"(2022, 2)",2678588.0,57302.0,41073324.0,87.87
Spain,"(2022, 3)",1204960.0,25777.0,41134037.0,88.0
Sri Lanka,"(2021, 1)",43916.0,2043.0,59154.0,0.28
Sri Lanka,"(2021, 2)",409996.0,19072.0,466350.0,2.17
Sri Lanka,"(2021, 3)",485767.0,22597.0,913219.0,4.25
Sri Lanka,"(2021, 4)",45421.0,2116.0,928107.0,4.32
Sri Lanka,"(2021, 5)",903600.0,42033.0,1608518.0,7.48
Sri Lanka,"(2021, 6)",1654160.0,76945.0,2697778.0,12.55
Sri Lanka,"(2021, 7)",6751703.0,314073.0,9634704.0,44.82
Sri Lanka,"(2021, 8)",8798115.0,409265.0,12423579.0,57.79
Sri Lanka,"(2021, 9)",6938245.0,322749.0,14502913.0,67.46
Sri Lanka,"(2021, 10)",2552658.0,118744.0,15262192.0,71.0
Sri Lanka,"(2021, 11)",1121331.0,52164.0,15929547.0,74.1
Sri Lanka,"(2021, 12)",3759505.0,174881.0,15991500.0,74.39
Sri Lanka,"(2022, 1)",2125988.0,98895.0,16647015.0,77.44
Sri Lanka,"(2022, 2)",2469868.0,114892.0,16903964.0,78.63
Sri Lanka,"(2022, 3)",1029540.0,47892.0,16995787.0,79.06
Sudan,"(2021, 3)",34839.0,777.0,0.0,0.0
Sudan,"(2021, 4)",133948.0,2986.0,140227.0,0.31
Sudan,"(2021, 5)",183900.0,4089.0,320305.0,0.71
Sudan,"(2021, 6)",319136.0,7105.0,554095.0,1.23
Sudan,"(2021, 7)",149775.0,3327.0,627833.0,1.4
Sudan,"(2021, 8)",356968.0,7942.0,645926.0,1.44
Sudan,"(2021, 9)",367607.0,8184.0,649062.0,1.45
Sudan,"(2021, 10)",382472.0,8523.0,1154253.0,2.57
Sudan,"(2021, 11)",990000.0,22050.0,,
Sudan,"(2021, 12)",541301.0,12063.0,2782463.0,6.2
Sudan,"(2022, 1)",740676.0,16501.0,3194518.0,7.11
Sudan,"(2022, 2)",1725407.0,38423.0,5126250.0,11.41
Sudan,"(2022, 3)",147014.0,3276.0,5171677.0,11.52
Suriname,"(2021, 2)",2208.0,3732.0,0.0,0.0
Suriname,"(2021, 3)",21495.0,36326.0,26057.0,4.4
Suriname,"(2021, 4)",15117.0,25544.0,38351.0,6.48
Suriname,"(2021, 5)",43202.0,73004.0,68441.0,11.56
Suriname,"(2021, 6)",110100.0,186045.0,160268.0,27.08
Suriname,"(2021, 7)",50041.0,84557.0,186297.0,31.48
Suriname,"(2021, 8)",86370.0,145943.0,202440.0,34.21
Suriname,"(2021, 9)",67544.0,114132.0,229022.0,38.7
Suriname,"(2021, 10)",52149.0,88120.0,249920.0,42.23
Suriname,"(2021, 11)",27881.0,47113.0,257438.0,43.5
Suriname,"(2021, 12)",13949.0,23567.0,261545.0,44.19
Suriname,"(2022, 1)",8186.0,13835.0,264640.0,44.72
Suriname,"(2022, 2)",4546.0,7678.0,266344.0,45.01
Suriname,"(2022, 3)",2626.0,4437.0,267335.0,45.17
Sweden,"(2021, 1)",327185.0,32196.0,274811.0,2.7
Sweden,"(2021, 2)",502861.0,49494.0,525566.0,5.17
Sweden,"(2021, 3)",861642.0,84806.0,1096699.0,10.79
Sweden,"(2021, 4)",1636694.0,161092.0,2349781.0,23.13
Sweden,"(2021, 5)",1978946.0,194772.0,3787569.0,37.28
Sweden,"(2021, 6)",2829214.0,278462.0,4865069.0,47.88
Sweden,"(2021, 7)",2448031.0,240943.0,6253499.0,61.55
Sweden,"(2021, 8)",2031210.0,199919.0,6835264.0,67.28
Sweden,"(2021, 9)",1178449.0,115986.0,7077076.0,69.66
Sweden,"(2021, 10)",804035.0,79137.0,7371428.0,72.55
Sweden,"(2021, 11)",1301403.0,128091.0,7521162.0,74.03
Sweden,"(2021, 12)",1767797.0,173991.0,7675420.0,75.54
Sweden,"(2022, 1)",1694664.0,166795.0,7765170.0,76.43
Sweden,"(2022, 2)",1138947.0,112096.0,7792549.0,76.7
Sweden,"(2022, 3)",509627.0,50158.0,7817094.0,76.94
Switzerland,"(2020, 12)",3691.0,424.0,6280.0,0.07
Switzerland,"(2021, 1)",276631.0,31739.0,301678.0,3.46
Switzerland,"(2021, 2)",497295.0,57058.0,550386.0,6.32
Switzerland,"(2021, 3)",701475.0,80487.0,972623.0,11.16
Switzerland,"(2021, 4)",1161649.0,133287.0,1833528.0,21.04
Switzerland,"(2021, 5)",2155733.0,247343.0,3127398.0,35.88
Switzerland,"(2021, 6)",2555274.0,293187.0,4379215.0,50.25
Switzerland,"(2021, 7)",1597986.0,183353.0,4732056.0,54.29
Switzerland,"(2021, 8)",648071.0,74358.0,5043119.0,57.86
Switzerland,"(2021, 9)",810671.0,93014.0,5557885.0,63.77
Switzerland,"(2021, 10)",674294.0,77364.0,5744883.0,65.92
Switzerland,"(2021, 11)",758112.0,86984.0,5861609.0,67.26
Switzerland,"(2021, 12)",1850803.0,212358.0,5970459.0,68.5
Switzerland,"(2022, 1)",1567503.0,179854.0,6065041.0,69.59
Switzerland,"(2022, 2)",301591.0,34603.0,6077946.0,69.74
Switzerland,"(2022, 3)",68981.0,7915.0,6081712.0,69.78
Syria,"(2021, 3)",1980.0,120.0,0.0,0.0
Syria,"(2021, 4)",9369.0,519.0,2500.0,0.01
Syria,"(2021, 5)",20131.0,1105.0,24781.0,0.14
Syria,"(2021, 6)",84661.0,4634.0,102319.0,0.56
Syria,"(2021, 7)",152459.0,8345.0,121909.0,0.67
Syria,"(2021, 8)",132264.0,7237.0,201379.0,1.1
Syria,"(2021, 9)",375656.0,20553.0,613263.0,3.36
Syria,"(2021, 10)",274835.0,15032.0,807249.0,4.42
Syria,"(2021, 11)",374254.0,20474.0,890837.0,4.87
Syria,"(2021, 12)",959228.0,52482.0,1194896.0,6.54
Syria,"(2022, 1)",626664.0,34290.0,,
Syria,"(2022, 2)",214893.0,11761.0,2197941.0,12.03
Syria,"(2022, 3)",138913.0,7598.0,2308843.0,12.63
Taiwan,"(2021, 3)",15423.0,645.0,14400.0,0.06
Taiwan,"(2021, 4)",38595.0,1618.0,57884.0,0.24
Taiwan,"(2021, 5)",361525.0,15154.0,319665.0,1.34
Taiwan,"(2021, 6)",1531501.0,64199.0,2001418.0,8.39
Taiwan,"(2021, 7)",5585035.0,234128.0,7707830.0,32.31
Taiwan,"(2021, 8)",3254214.0,136419.0,10038004.0,42.08
Taiwan,"(2021, 9)",4080944.0,171072.0,13243149.0,55.52
Taiwan,"(2021, 10)",9096902.0,381342.0,17214718.0,72.16
Taiwan,"(2021, 11)",6813699.0,285630.0,18246772.0,76.49
Taiwan,"(2021, 12)",3791817.0,158953.0,18712858.0,78.44
Taiwan,"(2022, 1)",7161054.0,300190.0,19091332.0,80.03
Taiwan,"(2022, 2)",4971244.0,208392.0,19342050.0,81.08
Taiwan,"(2022, 3)",2641634.0,110736.0,19449353.0,81.53
Tajikistan,"(2021, 5)",19015.0,1948.0,79376.0,0.81
Tajikistan,"(2021, 6)",138711.0,14228.0,205619.0,2.11
Tajikistan,"(2021, 7)",370661.0,38016.0,524472.0,5.38
Tajikistan,"(2021, 8)",2005000.0,205651.0,2009748.0,20.61
Tajikistan,"(2021, 9)",1537680.0,157718.0,2398703.0,24.6
Tajikistan,"(2021, 10)",679973.0,69742.0,2678569.0,27.47
Tajikistan,"(2021, 11)",710030.0,72829.0,3024020.0,31.02
Tajikistan,"(2021, 12)",1158244.0,118797.0,3709690.0,38.05
Tajikistan,"(2022, 1)",1524329.0,156343.0,4522962.0,46.39
Tajikistan,"(2022, 2)",1368995.0,140417.0,4916961.0,50.43
Tajikistan,"(2022, 3)",722999.0,74158.0,5085230.0,52.16
Tanzania,"(2021, 8)",237825.0,3866.0,304603.0,0.5
Tanzania,"(2021, 9)",316553.0,5147.0,350000.0,0.57
Tanzania,"(2021, 10)",379454.0,6169.0,,
Tanzania,"(2021, 11)",469254.0,7626.0,,
Tanzania,"(2021, 12)",965130.0,15690.0,2079930.0,3.38
Tanzania,"(2022, 1)",1052639.0,17123.0,2545391.0,4.14
Tanzania,"(2022, 2)",1030314.0,16748.0,3223953.0,5.24
Tanzania,"(2022, 3)",516473.0,8399.0,3941772.0,6.41
Thailand,"(2021, 2)",160.0,2.0,0.0,0.0
Thailand,"(2021, 3)",158001.0,2260.0,151413.0,0.22
Thailand,"(2021, 4)",1133510.0,16202.0,1095230.0,1.57
Thailand,"(2021, 5)",2145207.0,30669.0,2539491.0,3.63
Thailand,"(2021, 6)",5832653.0,83382.0,7110854.0,10.17
Thailand,"(2021, 7)",7486998.0,107033.0,13802916.0,19.73
Thailand,"(2021, 8)",13869204.0,198270.0,23401465.0,33.45
Thailand,"(2021, 9)",19208337.0,274597.0,29501110.0,42.17
Thailand,"(2021, 10)",23081519.0,329969.0,42247135.0,60.4
Thailand,"(2021, 11)",18618866.0,266173.0,47963180.0,68.57
Thailand,"(2021, 12)",12763766.0,182466.0,51410504.0,73.5
Thailand,"(2022, 1)",11618371.0,166097.0,52383190.0,74.89
Thailand,"(2022, 2)",7290585.0,104227.0,53615130.0,76.65
Thailand,"(2022, 3)",5225918.0,74708.0,55362342.0,79.14
Timor,"(2021, 4)",23552.0,17520.0,2629.0,0.2
Timor,"(2021, 5)",49722.0,36999.0,63752.0,4.74
Timor,"(2021, 6)",145504.0,108271.0,203009.0,15.11
Timor,"(2021, 7)",151644.0,112841.0,276510.0,20.58
Timor,"(2021, 8)",206150.0,153400.0,389989.0,29.02
Timor,"(2021, 9)",132789.0,98811.0,441510.0,32.85
Timor,"(2021, 10)",199667.0,148576.0,543053.0,40.41
Timor,"(2021, 11)",186026.0,138424.0,646851.0,48.13
Timor,"(2021, 12)",109755.0,81669.0,662963.0,49.33
Timor,"(2022, 1)",36735.0,27336.0,670729.0,49.91
Timor,"(2022, 2)",21819.0,16235.0,677178.0,50.39
Timor,"(2022, 3)",30635.0,22793.0,700055.0,52.09
Togo,"(2021, 3)",61352.0,7237.0,42092.0,0.5
Togo,"(2021, 4)",141598.0,16702.0,160000.0,1.89
Togo,"(2021, 5)",107043.0,12617.0,270784.0,3.19
Togo,"(2021, 6)",92297.0,10892.0,270784.0,3.19
Togo,"(2021, 7)",72685.0,8583.0,304278.0,3.59
Togo,"(2021, 8)",127176.0,14995.0,356897.0,4.21
Togo,"(2021, 9)",458773.0,54112.0,595491.0,7.02
Togo,"(2021, 10)",316253.0,37300.0,929347.0,10.96
Togo,"(2021, 11)",340949.0,40215.0,1097253.0,12.94
Togo,"(2021, 12)",688388.0,81196.0,1391738.0,16.42
Togo,"(2022, 1)",153778.0,18141.0,1415448.0,16.7
Togo,"(2022, 2)",146132.0,17248.0,,
Togo,"(2022, 3)",49693.0,5863.0,1558542.0,18.38
Tokelau,"(2021, 6)",207.0,151317.0,0.0,0.0
Tokelau,"(2021, 7)",713.0,521203.0,,
Tokelau,"(2021, 8)",332.0,242692.0,968.0,70.76
Tokelau,"(2021, 9)",510.0,372810.0,,
Tokelau,"(2021, 10)",204.0,149124.0,968.0,70.76
Tonga,"(2021, 4)",4250.0,39810.0,2287.0,2.14
Tonga,"(2021, 5)",13175.0,123411.0,,
Tonga,"(2021, 6)",11643.0,109059.0,28667.0,26.85
Tonga,"(2021, 7)",11074.0,103728.0,28753.0,26.93
Tonga,"(2021, 8)",22041.0,206452.0,41130.0,38.53
Tonga,"(2021, 9)",10759.0,100777.0,46126.0,43.21
Tonga,"(2021, 10)",13604.0,127427.0,51048.0,47.82
Tonga,"(2021, 11)",30058.0,281553.0,73183.0,68.55
Tonga,"(2021, 12)",16072.0,150542.0,73609.0,68.95
Tonga,"(2022, 1)",6811.0,63799.0,74004.0,69.32
Tonga,"(2022, 2)",5715.0,53535.0,76910.0,72.04
Trinidad and Tobago,"(2021, 2)",958.0,683.0,991.0,0.07
Trinidad and Tobago,"(2021, 3)",2977.0,2130.0,,
Trinidad and Tobago,"(2021, 4)",35564.0,25343.0,42455.0,3.03
Trinidad and Tobago,"(2021, 5)",46127.0,32868.0,94671.0,6.75
Trinidad and Tobago,"(2021, 6)",189681.0,135159.0,213632.0,15.22
Trinidad and Tobago,"(2021, 7)",277162.0,197498.0,388805.0,27.71
Trinidad and Tobago,"(2021, 8)",339403.0,241848.0,511292.0,36.43
Trinidad and Tobago,"(2021, 9)",161622.0,115168.0,593385.0,42.28
Trinidad and Tobago,"(2021, 10)",162274.0,115630.0,658107.0,46.89
Trinidad and Tobago,"(2021, 11)",87672.0,62473.0,688409.0,49.05
Trinidad and Tobago,"(2021, 12)",92815.0,66137.0,712256.0,50.75
Trinidad and Tobago,"(2022, 1)",80562.0,57406.0,733378.0,52.26
Trinidad and Tobago,"(2022, 2)",45010.0,32072.0,741408.0,52.83
Trinidad and Tobago,"(2022, 3)",20826.0,14840.0,746106.0,53.17
Tunisia,"(2021, 3)",50721.0,4250.0,53089.0,0.44
Tunisia,"(2021, 4)",295046.0,24718.0,282121.0,2.36
Tunisia,"(2021, 5)",554673.0,46473.0,654976.0,5.49
Tunisia,"(2021, 6)",866953.0,72636.0,1290856.0,10.82
Tunisia,"(2021, 7)",975516.0,81731.0,1699805.0,14.24
Tunisia,"(2021, 8)",2640787.0,221250.0,4179830.0,35.02
Tunisia,"(2021, 9)",2427912.0,203415.0,5033603.0,42.17
Tunisia,"(2021, 10)",1324590.0,110977.0,5596309.0,46.89
Tunisia,"(2021, 11)",1285416.0,107697.0,6112326.0,51.21
Tunisia,"(2021, 12)",1558390.0,130566.0,6889208.0,57.72
Tunisia,"(2022, 1)",754213.0,63187.0,7100854.0,59.49
Tunisia,"(2022, 2)",250347.0,20975.0,7160078.0,59.99
Tunisia,"(2022, 3)",50168.0,4203.0,7171789.0,60.09
Turkey,"(2021, 1)",2421536.0,28476.0,,
Turkey,"(2021, 2)",6182720.0,72701.0,6869923.0,8.08
Turkey,"(2021, 3)",7024301.0,82597.0,8994454.0,10.58
Turkey,"(2021, 4)",6933243.0,81524.0,13712254.0,16.12
Turkey,"(2021, 5)",6912787.0,81286.0,16628831.0,19.55
Turkey,"(2021, 6)",19298109.0,226924.0,35091645.0,41.26
Turkey,"(2021, 7)",22335027.0,262632.0,41012715.0,48.23
Turkey,"(2021, 8)",22258470.0,261733.0,48271065.0,56.76
Turkey,"(2021, 9)",15727413.0,184935.0,53840659.0,63.31
Turkey,"(2021, 10)",7591721.0,89268.0,55392343.0,65.13
Turkey,"(2021, 11)",4104110.0,48261.0,56261687.0,66.16
Turkey,"(2021, 12)",9896888.0,116375.0,56914268.0,66.92
Turkey,"(2022, 1)",11597369.0,136369.0,57422636.0,67.52
Turkey,"(2022, 2)",3857047.0,45351.0,57682903.0,67.83
Turkey,"(2022, 3)",1343587.0,15797.0,57776278.0,67.94
Turkmenistan,"(2021, 2)",0.0,0.0,32240.0,0.53
Turkmenistan,"(2021, 3)",1282439.0,209622.0,,
Turkmenistan,"(2021, 4)",1241070.0,202860.0,,
Turkmenistan,"(2021, 5)",1282439.0,209622.0,,
Turkmenistan,"(2021, 6)",1241070.0,202860.0,,
Turkmenistan,"(2021, 7)",1282439.0,209622.0,,
Turkmenistan,"(2021, 8)",1264710.0,206724.0,4374694.0,71.51
Turkmenistan,"(2021, 9)",59100.0,9660.0,4374694.0,71.51
Turks and Caicos Islands,"(2021, 1)",6552.0,167034.0,0.0,0.0
Turks and Caicos Islands,"(2021, 2)",8736.0,222712.0,6433.0,16.4
Turks and Caicos Islands,"(2021, 3)",9562.0,243770.0,14300.0,36.46
Turks and Caicos Islands,"(2021, 4)",3770.0,96105.0,15039.0,38.34
Turks and Caicos Islands,"(2021, 5)",8204.0,209138.0,20760.0,52.92
Turks and Caicos Islands,"(2021, 6)",6894.0,175744.0,22700.0,57.87
Turks and Caicos Islands,"(2021, 7)",4944.0,126040.0,24567.0,62.63
Turks and Caicos Islands,"(2021, 8)",2668.0,68005.0,25621.0,65.32
Turks and Caicos Islands,"(2021, 9)",2973.0,75790.0,27446.0,69.97
Turks and Caicos Islands,"(2021, 10)",2447.0,62383.0,28305.0,72.16
Turks and Caicos Islands,"(2021, 11)",3236.0,82492.0,29210.0,74.47
Turks and Caicos Islands,"(2021, 12)",3782.0,96410.0,,
Turks and Caicos Islands,"(2022, 1)",3782.0,96410.0,,
Turks and Caicos Islands,"(2022, 2)",1558.0,39720.0,31165.0,79.45
Turks and Caicos Islands,"(2022, 3)",464.0,11822.0,31419.0,80.1
Tuvalu,"(2021, 4)",0.0,0.0,2400.0,20.13
Tuvalu,"(2021, 5)",0.0,0.0,,
Tuvalu,"(2021, 6)",3051.0,255851.0,4772.0,40.02
Tuvalu,"(2021, 7)",1767.0,148180.0,,
Tuvalu,"(2021, 8)",3474.0,291322.0,6167.0,51.71
Tuvalu,"(2021, 9)",687.0,57610.0,6209.0,52.07
Tuvalu,"(2021, 10)",660.0,55352.0,6230.0,52.24
Uganda,"(2021, 3)",71316.0,1513.0,90196.0,0.19
Uganda,"(2021, 4)",242763.0,5152.0,330077.0,0.7
Uganda,"(2021, 5)",286585.0,6087.0,537440.0,1.14
Uganda,"(2021, 6)",264595.0,5611.0,,
Uganda,"(2021, 7)",270676.0,5744.0,,
Uganda,"(2021, 8)",250936.0,5326.0,901900.0,1.91
Uganda,"(2021, 9)",858420.0,18219.0,1643067.0,3.49
Uganda,"(2021, 10)",1032122.0,21901.0,2854082.0,6.06
Uganda,"(2021, 11)",3005868.0,63785.0,3838439.0,8.15
Uganda,"(2021, 12)",4573630.0,97055.0,8354808.0,17.73
Uganda,"(2022, 1)",1938792.0,41143.0,10896664.0,23.12
Uganda,"(2022, 2)",3698800.0,78493.0,13809794.0,29.31
Uganda,"(2022, 3)",619628.0,13147.0,14131307.0,29.99
Ukraine,"(2021, 2)",4365.0,100.0,3141.0,0.01
Ukraine,"(2021, 3)",206711.0,4758.0,248734.0,0.57
Ukraine,"(2021, 4)",397426.0,9141.0,752293.0,1.73
Ukraine,"(2021, 5)",520932.0,11985.0,1032036.0,2.37
Ukraine,"(2021, 6)",1368143.0,31476.0,1965658.0,4.52
Ukraine,"(2021, 7)",2727892.0,62758.0,3571445.0,8.22
Ukraine,"(2021, 8)",3641204.0,83768.0,5413770.0,12.45
Ukraine,"(2021, 9)",3536493.0,81359.0,7072801.0,16.27
Ukraine,"(2021, 10)",4637396.0,106686.0,10245773.0,23.57
Ukraine,"(2021, 11)",7116267.0,163718.0,13468633.0,30.99
Ukraine,"(2021, 12)",4046127.0,93083.0,14713309.0,33.85
Ukraine,"(2022, 1)",2007056.0,46172.0,15347951.0,35.31
Ukraine,"(2022, 2)",1316856.0,30297.0,15729617.0,36.19
United Arab Emirates,"(2021, 1)",2166612.0,216858.0,836568.0,8.37
United Arab Emirates,"(2021, 2)",2923661.0,292628.0,3480415.0,34.84
United Arab Emirates,"(2021, 3)",2204574.0,220652.0,,
United Arab Emirates,"(2021, 4)",2338481.0,234057.0,5081853.0,50.86
United Arab Emirates,"(2021, 5)",2288193.0,229023.0,,
United Arab Emirates,"(2021, 6)",2420349.0,242251.0,,
United Arab Emirates,"(2021, 7)",1556845.0,155824.0,7803451.0,78.1
United Arab Emirates,"(2021, 8)",1360204.0,136142.0,8485738.0,84.93
United Arab Emirates,"(2021, 9)",1915179.0,191689.0,9296797.0,93.05
United Arab Emirates,"(2021, 10)",1098044.0,109904.0,9652930.0,96.62
United Arab Emirates,"(2021, 11)",781353.0,78203.0,9881456.0,98.9
United Arab Emirates,"(2021, 12)",722615.0,72325.0,,
United Arab Emirates,"(2022, 1)",930348.0,93117.0,,
United Arab Emirates,"(2022, 2)",629004.0,62957.0,,
United Arab Emirates,"(2022, 3)",369137.0,36950.0,9890318.0,98.99
United Kingdom,"(2021, 1)",6442200.0,94450.0,9296367.0,13.63
United Kingdom,"(2021, 2)",11399941.0,167138.0,20275451.0,29.73
United Kingdom,"(2021, 3)",14168071.0,207721.0,31147444.0,45.67
United Kingdom,"(2021, 4)",13624879.0,199760.0,34362205.0,50.38
United Kingdom,"(2021, 5)",16137738.0,236595.0,39477158.0,57.88
